00001740	0
00001930	1
00002137	2
00002325	3
00002452	4
00002573	5
00002684	6
00003316	7
00003356	8
00003553	9
00004227	10
00004258	11
00004475	12
00004605	13
00005041	14
00006336	15
00006484	16
00007347	17
00007846	18
00010435	19
00011757	20
00013160	21
00013328	22
00013615	23
00014549	24
00015388	25
00017222	26
00018158	27
00019128	28
00019448	29
00019613	30
00019792	31
00020090	32
00020827	33
00021265	34
00021766	35
00021939	36
00022316	37
00022686	38
00023100	39
00023271	40
00023773	41
00024264	42
00024720	43
00024814	44
00025034	45
00027167	46
00027807	47
00028362	48
00029378	49
00029677	50
00030358	51
00031264	52
00031921	53
00032613	54
00033020	55
00033599	56
00033615	57
00034213	58
00034574	59
00035189	60
00035603	61
00035758	62
00036178	63
00036362	64
00037396	65
00037457	66
00037919	67
00038750	68
00038849	69
00039021	70
00040152	71
00040325	72
00040353	73
00040962	74
00041188	75
00041899	76
00042311	77
00042457	78
00042757	79
00043195	80
00043411	81
00043609	82
00043683	83
00043765	84
00043902	85
00044149	86
00044150	87
00044455	88
00044797	89
00045250	90
00045639	91
00045907	92
00046177	93
00046522	94
00046534	95
00046639	96
00047317	97
00047945	98
00048129	99
00048225	100
00048374	101
00048633	102
00048656	103
00049003	104
00050037	105
00050195	106
00050652	107
00050693	108
00051712	109
00052334	110
00052500	111
00052672	112
00053097	113
00053609	114
00053913	115
00054628	116
00055142	117
00055315	118
00055539	119
00055633	120
00055871	121
00056188	122
00056688	123
00056930	124
00058002	125
00058519	126
00058743	127
00059019	128
00059127	129
00059376	130
00060201	131
00062133	132
00062451	133
00062806	134
00063652	135
00064479	136
00064643	137
00065184	138
00065575	139
00066191	140
00066216	141
00066636	142
00066685	143
00066901	144
00067274	145
00067990	146
00068333	147
00068617	148
00069295	149
00069879	150
00070641	151
00070816	152
00071178	153
00072012	154
00073584	155
00074038	156
00075021	157
00075135	158
00075515	159
00077419	160
00078760	161
00079018	162
00079398	163
00081072	164
00081572	165
00081725	166
00081836	167
00082081	168
00082241	169
00082563	170
00083260	171
00084230	172
00084562	173
00084738	174
00086809	175
00089351	176
00090186	177
00090708	178
00090779	179
00090888	180
00091013	181
00093327	182
00093483	183
00094460	184
00095502	185
00095747	186
00096343	187
00097504	188
00099721	189
00100253	190
00100543	191
00101191	192
00101779	193
00102457	194
00102586	195
00102779	196
00103696	197
00104539	198
00104868	199
00105333	200
00105624	201
00107739	202
00107943	203
00109660	204
00111129	205
00112312	206
00112628	207
00112997	208
00114431	209
00114837	210
00114871	211
00115036	212
00115157	213
00115803	214
00116376	215
00116619	216
00116687	217
00117985	218
00118523	219
00119266	220
00119524	221
00121166	222
00121366	223
00121865	224
00122954	225
00123170	226
00124880	227
00125436	228
00125629	229
00125841	230
00126264	231
00133338	232
00134780	233
00135504	234
00136991	235
00137313	236
00138508	237
00138956	238
00140123	239
00140652	240
00140900	241
00140967	242
00141806	243
00142191	244
00143251	245
00144314	246
00144694	247
00144850	248
00145218	249
00146138	250
00146572	251
00147187	252
00147454	253
00147595	254
00148978	255
00150202	256
00150287	257
00151087	258
00151497	259
00151689	260
00152018	261
00152887	262
00153263	263
00153961	264
00154233	265
00154433	266
00154778	267
00155487	268
00156390	269
00156601	270
00156625	271
00156812	272
00157081	273
00157957	274
00158185	275
00158804	276
00159177	277
00159620	278
00161243	279
00161739	280
00162167	281
00162632	282
00163592	283
00163779	284
00164152	285
00164345	286
00164579	287
00165178	288
00165942	289
00166172	290
00166355	291
00168658	292
00169806	293
00170156	294
00171127	295
00171586	296
00171590	297
00171618	298
00171852	299
00172710	300
00173283	301
00173338	302
00173764	303
00179311	304
00180413	305
00181476	306
00182269	307
00182406	308
00184117	309
00185857	310
00186616	311
00190115	312
00190783	313
00190999	314
00191142	315
00191980	316
00192836	317
00193486	318
00194969	319
00198451	320
00198631	321
00198793	322
00199130	323
00199309	324
00199707	325
00200397	326
00200863	327
00201671	328
00201722	329
00202236	330
00203342	331
00203753	332
00203866	333
00204439	334
00204943	335
00205046	336
00205079	337
00205543	338
00205598	339
00205649	340
00205885	341
00205891	342
00206927	343
00206998	344
00207418	345
00208497	346
00208836	347
00209174	348
00209943	349
00210518	350
00210797	351
00211110	352
00212414	353
00212808	354
00213052	355
00213186	356
00213343	357
00214951	358
00215314	359
00215800	360
00217014	361
00217773	362
00217956	363
00218045	364
00218208	365
00218427	366
00219012	367
00219575	368
00220023	369
00220276	370
00220522	371
00220869	372
00222135	373
00222248	374
00226618	375
00227165	376
00228236	377
00228655	378
00229260	379
00230033	380
00230172	381
00230276	382
00230746	383
00231557	384
00232542	385
00233335	386
00234725	387
00234892	388
00235208	389
00235368	390
00235435	391
00235918	392
00236289	393
00236592	394
00237078	395
00237259	396
00237511	397
00237869	398
00238527	399
00239230	400
00240184	401
00240293	402
00240754	403
00240938	404
00241038	405
00242583	406
00242808	407
00243124	408
00243900	409
00243918	410
00244416	411
00244625	412
00245457	413
00246217	414
00248026	415
00248659	416
00248977	417
00249313	418
00249501	419
00250181	420
00250259	421
00250710	422
00251064	423
00251463	424
00252019	425
00253761	426
00255214	427
00255710	428
00257269	429
00257770	430
00258665	431
00258857	432
00260648	433
00261029	434
00261604	435
00261705	436
00262249	437
00262596	438
00262703	439
00262743	440
00263044	441
00263813	442
00263947	443
00264366	444
00264386	445
00264529	446
00266806	447
00267349	448
00270005	449
00272391	450
00274707	451
00274941	452
00275607	453
00275843	454
00276068	455
00276373	456
00276620	457
00276883	458
00277376	459
00277569	460
00277659	461
00278040	462
00278221	463
00278403	464
00278555	465
00279835	466
00280586	467
00281101	468
00282050	469
00282076	470
00282485	471
00283127	472
00283911	473
00285889	474
00286605	475
00289082	476
00289175	477
00290276	478
00290302	479
00290740	480
00292672	481
00293141	482
00294245	483
00294522	484
00295701	485
00296178	486
00296946	487
00297507	488
00298161	489
00298497	490
00298556	491
00298767	492
00300537	493
00300761	494
00301187	495
00306017	496
00306102	497
00306314	498
00306426	499
00306723	500
00307631	501
00309310	502
00309582	503
00309792	504
00310201	505
00310666	506
00311809	507
00312553	508
00313245	509
00313987	510
00314272	511
00314782	512
00315986	513
00316594	514
00317207	515
00317888	516
00318035	517
00318735	518
00319176	519
00322228	520
00322457	521
00324384	522
00324834	523
00325110	524
00325502	525
00327031	526
00327683	527
00327824	528
00329031	529
00329227	530
00331655	531
00331950	532
00332835	533
00334186	534
00334996	535
00335366	536
00336260	537
00336539	538
00336718	539
00336922	540
00337210	541
00337903	542
00338071	543
00338559	544
00338641	545
00339464	546
00339934	547
00340463	548
00341285	549
00341695	550
00342980	551
00343334	552
00344040	553
00344125	554
00345761	555
00346693	556
00347420	557
00348008	558
00348312	559
00348571	560
00348746	561
00350380	562
00351485	563
00351638	564
00351824	565
00351963	566
00352558	567
00352826	568
00353782	569
00354634	570
00354845	571
00355252	572
00355955	573
00356199	574
00356258	575
00356367	576
00356621	577
00358431	578
00359492	579
00359614	580
00359903	581
00360143	582
00360757	583
00361192	584
00363260	585
00363493	586
00363788	587
00364064	588
00364479	589
00365709	590
00367685	591
00367768	592
00367976	593
00368109	594
00368302	595
00368592	596
00368847	597
00369138	598
00371314	599
00371487	600
00372013	601
00372226	602
00372448	603
00372607	604
00372665	605
00372977	606
00373130	607
00373278	608
00374063	609
00374224	610
00374534	611
00375071	612
00375625	613
00376063	614
00376400	615
00376994	616
00377169	617
00377364	618
00377686	619
00378985	620
00380083	621
00380568	622
00380696	623
00381013	624
00381601	625
00381680	626
00382109	627
00382635	628
00383275	629
00383390	630
00383542	631
00383606	632
00385791	633
00386676	634
00386915	635
00387310	636
00387657	637
00388065	638
00388635	639
00390581	640
00390906	641
00391599	642
00392093	643
00392950	644
00394610	645
00394813	646
00396642	647
00396703	648
00397576	649
00397760	650
00397953	651
00398704	652
00400883	653
00402130	654
00402535	655
00402539	656
00403092	657
00403334	658
00403466	659
00403783	660
00404222	661
00404642	662
00404726	663
00406243	664
00407535	665
00407633	666
00407848	667
00410247	668
00411020	669
00413239	670
00413876	671
00414174	672
00414179	673
00414409	674
00414627	675
00415044	676
00418025	677
00418903	678
00419289	679
00419644	680
00420477	681
00421437	682
00422090	683
00422551	684
00423971	685
00425090	686
00426581	687
00426608	688
00426928	689
00426958	690
00427397	691
00427580	692
00427853	693
00428000	694
00428404	695
00429048	696
00429060	697
00429322	698
00429968	699
00430140	700
00430370	701
00431447	702
00431826	703
00432683	704
00433232	705
00434374	706
00435853	707
00440286	708
00441445	709
00442063	710
00442267	711
00442669	712
00443116	713
00443384	714
00443984	715
00444309	716
00444519	717
00445169	718
00445467	719
00445802	720
00446329	721
00446493	722
00446514	723
00446695	724
00446885	725
00447309	726
00451461	727
00452512	728
00453731	729
00455348	730
00455599	731
00463246	732
00463543	733
00464651	734
00464894	735
00465762	736
00466651	737
00467451	738
00467719	739
00468480	740
00470701	741
00471058	742
00471196	743
00471437	744
00471613	745
00471711	746
00474017	747
00474308	748
00474492	749
00475183	750
00475787	751
00476389	752
00477941	753
00479391	754
00479932	755
00480969	756
00482298	757
00483146	758
00483801	759
00484166	760
00484892	761
00485609	762
00486018	763
00488617	764
00488770	765
00489837	766
00494269	767
00494907	768
00495808	769
00495998	770
00497705	771
00502415	772
00503164	773
00503237	774
00506299	775
00506658	776
00506672	777
00508032	778
00508192	779
00509377	780
00509607	781
00509958	782
00510050	783
00510364	784
00511817	785
00512186	786
00512487	787
00512749	788
00515154	789
00520257	790
00521209	791
00521562	792
00522537	793
00522751	794
00523513	795
00525446	796
00525453	797
00527572	798
00528990	799
00531302	800
00532607	801
00532892	802
00535452	803
00537339	804
00539110	805
00539546	806
00540235	807
00540946	808
00543233	809
00544549	810
00545501	811
00545557	812
00546192	813
00546389	814
00547802	815
00548173	816
00548326	817
00548781	818
00550282	819
00550771	820
00551065	821
00552097	822
00553823	823
00555138	824
00556193	825
00557588	826
00557813	827
00558371	828
00559102	829
00561036	830
00562398	831
00563824	832
00564857	833
00566298	834
00567044	835
00567291	836
00570590	837
00571596	838
00572489	839
00574218	840
00575720	841
00575741	842
00575970	843
00577068	844
00581812	845
00581891	846
00582388	847
00582868	848
00583239	849
00583990	850
00584367	851
00586262	852
00588221	853
00588598	854
00588888	855
00588998	856
00589217	857
00590047	858
00590518	859
00590626	860
00590806	861
00590924	862
00591006	863
00591115	864
00591236	865
00591519	866
00592102	867
00592702	868
00592795	869
00592883	870
00593613	871
00593732	872
00593944	873
00594146	874
00594621	875
00595630	876
00596644	877
00596807	878
00597265	879
00597634	880
